english_page_header,english_full_lyrics,chinese_trad_title--header,chinese_trad_lyrics--whole
Hymn 458 - Were You There?,"Were you there when they crucified my Lord?
Were you there when they crucified my Lord?
Oh!
Sometimes it causes me to tremble, tremble, tremble.
Were you there when they crucified my Lord?

Were you there when they nailed Him to the tree?
Were you there when they nailed Him to the tree?
Oh! 
Sometimes it causes me to tremble, tremble, tremble.
Were you there when they nailed Him to the tree?

Were you there when they laid Him in the tomb?
Were you there when they laid Him in the tomb?
Oh!
Sometimes it causes me to tremble, tremble, tremble.
Were you there when they laid Him in the tomb?",第 458 首 - 你在那裡?,"主捨命十架時你在哪裡？
主捨命十架時你在哪裡？
啊！每當我想起就戰兢，戰兢，戰兢。
主捨命十架時你在哪裡？

當救主被釘時你在哪裡？
當救主被釘時你在哪裡？
啊！每當我想起就戰兢，戰兢，戰兢。
當救主被釘時你在哪裡？

主被葬墳墓時你在哪裡？
主被葬墳墓時你在哪裡？
啊！每當我想起就戰兢，戰兢，戰兢。
主被葬墳墓時你在哪裡？"
Hymn 459 - On Jordan’s Stormy Banks I Stand,"On Jordan’s stormy banks I stand,
And cast a wishful eye
To Canaan’s fair and happy land,
Where my possessions lie.

All o’er those wide extended plains,
Shines one eternal day;
There God the Son forever reigns,
And scatters night away.

No chilling winds nor pois’nous breath
Can reach that healthful shore;
Sickness and sorrow, pain and death,
Are felt and feared no more.

When I shall reach that happy place,
I’ll be forever blest.
For I shall see my Father’s face,
And in His bosom rest.

REFRAIN
I am bound for the promised land,
I am bound for the promised land;
Oh who will come and go with me?
I am bound for the promised land.",第 459 首 - 約但河畔,"佇立滾滾約旦河畔，遙望我心所盼，
那是迦南榮美福地，我心所繫產業。

在那寬廣遼闊平原，陽光輝煌、燦爛，
榮耀之主永遠掌權，驅散黑夜幽暗。

在那歡樂安穩彼岸，再無刺骨風寒，
病痛、困苦、死亡、憂傷，永不擾我心田。

何時得進歡樂天堂，享受永遠平安？
何時親眼看見天父，享受永遠平安？

副歌
我必進那應許美地，我必進那應許美地；
誰願與我同奔天路？一同進那應許美地！"
Hymn 460 - The Lord Bless You and Keep You,"The Lord bless you and keep you:
The Lord lift His countenance upon you,
And give you peace, and give you peace;
The Lord make His face to shine upon you,
And be gracious unto you, be gracious,
The Lord be gracious, gracious unto you.
Amen.",第 460 首 - 願主賜福保佑你,"願主賜福保祐你，願主展開祂的慈容照耀你，
賜你平安，賜你平安，願主向你仰臉榮光照耀你，
並將恩惠賜給你，恩待你，願主恩待你，
願主恩待你。阿們。"
Hymn 461 - Throw Out the Life Line,"Throw out the life line across the dark wave,
There is a brother whom someone should save; 
Somebody’s brother! Oh, who then will dare
To throw out the life line, his peril to share?

Throw out the life line with hand quick and strong:
Why do you tarry, why linger so long?
See! he is sinking; oh, hasten today-
And out with the life boat! away, then, away!

Throw out the life line to danger fraught men,
Sinking in anguish where you’ve never been:
Winds of temptation and billows of woe
Will soon hurl them out where the dark waters flow.

Soon will the season of rescue be o’er,
Soon will they drift to eternity’s shore,
Haste then, my brother, no time for delay,
But throw out the life line and save them today.

REFRAIN
Throw out the life line! Throw out the life line!
Someone is drifting away;
Throw out the life line! Throw out the life line!
Someone is sinking today.",第 461 首 - 快拋救生索,"看！浪濤洶湧，快拋救生索，有人將沉溺，盼你速援救；
他是你兄弟，有誰伸援手？危險我主保祐，快拋救生索。

要敏捷、堅定，快拋救生索，你為何猶豫？你為何耽擱？
驚濤駭浪中，他即將沉沒，將救生艇開出，救主會掌舵。

波浪極險惡，快拋救生索，他已陷痛苦，你未經歷過；
災難如巨浪，誘惑似狂風，一轉眼間就把人捲入漩渦。

有待救之人，快拋救生索，拯救的良機將瞬間即過；
弟兄們！快來！救溺如救火，拋救生索救人，使他免沉沒。

副歌
快拋救生索，快拋救生索，有人陷苦海漩渦；
快拋救生索，快拋救生索，快救人，免他沉沒。"
Hymn 462 - Hallelujah! What a Saviour,"“Man of Sorrows,” what a name
For the Son of God who came
Ruined sinners to reclaim!
Hallelujah! What a Saviour!

Bearing shame and scoffing rude,
In my place condemned He stood;
Sealed my pardon with His blood.
Hallelujah! What a Saviour!

Lifted up was He to die, 
“It is finished,” was His cry;
Now in heav'n exalted high.
Hallelujah! What a Saviour!

When He comes, our glorious King,
All His ransomed home to bring,
Then anew His song we’ll sing:
Hallelujah! What a Saviour!",第 462 首 - 哈利路亞，奇妙君王,"天父愛子由天降，拯救罪人免淪亡，
竟然為我擔憂患，哈利路亞，奇妙君王！

受盡羞辱與悽涼，代替我罪苦難擔，
藉主寶血罪洗清，哈利路亞，奇妙君王！

被釘十架生命王，完成救恩回天上，
今在高天榮美城，哈利路亞，奇妙君王！

祂再臨是榮耀王，迎接聖徒回天堂，
那時新歌一同唱，哈利路亞，奇妙君王！"
Hymn 463 - Rejoice and Be Glad,"Rejoice and be glad!
The Redeemer has come!
Go look on His cradle,
His cross, and His tomb.

Rejoice and be glad!
It is sunshine at last!
The clouds have departed,
the shadows are past.

Rejoice and be glad!
For the blood hath been shed;
Redemption is finished,
the price hath been paid.

Rejoice and be glad!
Now the pardon is free!
The Just for the unjust
has died on the tree.

Rejoice and be glad!
For the Lamb that was slain
O’er death is triumphant,
and liveth again.

Rejoice and be glad!
For our King is on high,
He pleadeth for us on
His throne in the sky.

Rejoice and be glad!
For He cometh again;
He cometh in glory,
the Lamb that was slain.

REFRAIN
1-6
Sound His praises, tell the
story Of Him Who was slain;
Sound His praises,
tell with gladness,
He liveth again.

7
Sound His praises, tell the
story Of Him Who was slain;
Sound His praises,
tell with gladness,
He cometh again.",第 463 首 - 當歡欣喜樂,"當歡欣喜樂！救主耶穌降臨，請看馬槽、十架和已空之墳。

當歡欣喜樂！公義日光照臨，那烏雲已消逝，再也無死蔭！

當歡欣喜樂！聖潔寶血流盡，主救贖已完成，贖價亦付清。

當歡欣喜樂！神願赦免罪人，差耶穌釘十架，寶血洗罪行。

當歡欣喜樂！因那受害羔羊，是生命復活主，已勝過死亡。

當歡欣喜樂！中保祭司在天，日日為人祈求於寶座右邊。

當歡欣喜樂！因主快要再來，逾越節的羔羊，將榮耀再臨。

副歌
稱頌讚美，竭力宣揚，主代我受刑；
稱頌讚美，欣然宣告，我主已得勝！

(七)
稱頌讚美，竭力宣揚，主代我受刑；
稱頌讚美，欣然宣告，我主必再臨！"
Hymn 464- Faith of Our Fathers,"Faith of our fathers, living still
In spite of dungeon, fire, and sword,
O how our hearts beat high with joy
Whene’er we hear that glorious Word!

Faith of our fathers, we will strive
To win all nations unto thee,
And through the truth that comes from God,
We all shall then be truly free.

Faith of our fathers, we will love
Both friend and foe in all our strife,
And preach thee, too, as love knows how
By kindly words and virtuous life.

REFRAIN
Faith of our fathers, holy faith!
We will be true to thee till death.",第 464 首 - 先賢所信,"先賢所信，萬世永存，火焚不懼，刀下猶生。
每當思念先賢所行，心中立覺踴躍奮興！
先賢所信，聖潔堅貞，我願至死堅守此信。

先賢所信，我願宣講，傳於列邦，吸引萬民。
自由真理本出於神，世人若信，靈命永存。
先賢所信，聖潔堅貞，我願至死堅守此信。

先賢所信，我願傳揚，愛敵與友，不避危困；
行為可親，言語溫馴，善用愛心，廣傳此信。
先賢所信，聖潔堅貞，我願至死堅守此信。"
Hymn 465 - Go Tell It on the Mountain,"When I was a seeker, I sought both night and day;
I asked the Lord to help me, and He showed me the way.

He made me a watchman Upon a city wall,
And if I am a Christian, I am the least of all.

D.C.
Go tell it on the mountain,
Over the hills and ev’rywhere;
Go tell it on the mountain,
That Jesus Christ is born!",第 465 首 - 到各山嶺去傳揚,"到各山嶺去傳揚，越過山崗到各地方，
到各山嶺去傳揚，說基督已臨降。
不論黑夜白晝，我追尋又探訪，
我祈求耶穌幫助，祂指示我方向。
到各山嶺去傳揚，越過山崗到各地方，
到各山嶺去傳揚，說基督已臨降。

到各山嶺去傳揚，越過山崗到各地方，
到各山嶺去傳揚，說基督已臨降。
主派我做守望，登高站在城牆。
雖然只是主小羊，我願為主發光。
到各山嶺去傳揚，越過山崗到各地方，
到各山嶺去傳揚，說基督已臨降。"
Hymn 466 - When Morning Gilds the Skies,"When morning gilds the skies,
My heart awaking cries:
May Jesus Christ be praised!
Alike at work and prayer,
To Jesus I repair:
May Jesus Christ be praised!

Whene’er the sweet church bell
Peals over hill and dell,
May Jesus Christ be praised!
O hark to what it sings,
As joyously it rings,
May Jesus Christ be praised!

The night becomes as day,
When from the heart we say:
May Jesus Christ be praised!
The pow’rs of darkness fear,
When this sweet chant they hear:
May Jesus Christ be praised!

In heav'n's eternal bliss
The loveliest strain is this,
May Jesus Christ be praised!
Let earth, and sea, and sky
From depth to height reply,
May Jesus Christ be praised!",第 466 首 - 讚美耶穌基督,"晨光燦爛耀空，我靈甦醒歌頌。
讚美耶穌基督！或祈禱、或作工，
我心仰望耶穌，讚美耶穌基督！

會堂鐘鳴處處，聲音響遍山谷。
讚美耶穌基督！傾聽悠揚音符，
快樂信息鼓舞，讚美耶穌基督！

當黑夜變白晝，我心快樂呼求。
讚美耶穌基督！詠唱聖詩良久，
黑暗權勢消除，讚美耶穌基督！

天城永恆歌曲，是最優美旋律。
讚美耶穌基督！穹蒼海洋歡喜，
萬有應聲歡呼，讚美耶穌基督！"
Hymn 467 - His Promise to Me,"Darkness may o’ertake me
and my song forsake me,
But alone I never shall be;
For the Friend beside me
promised He would guide me
And will keep His promise to me.

Should misfortune meet me,
friends may fail to greet me,
But if true to Jesus I stay,
He will still uphold me,
let His love enfold me
Ev’ry dreary mile of the way.

How the tho’t enthralls me
that whate’er befalls me,
One will always love me the same;
Not a trial ever causes Him to sever
From the ones who honor His name.

REFRAIN
He will keep His promise to me,
All the way with me He will go;
He has never broken any promise spoken;
He will keep His promise, I know.",第 467 首 - 主的應許,"縱然黑暗環繞，晴空不再，但我深知我必永不孤單。
有一良友必要永遠領我，祂的應許必會成就周全。

災禍速臨我身，親友離開，但我必要緊緊跟隨我主。
祂以恩臂扶持、大愛懷抱，領我前程，度過黑暗險阻。

雖然荊棘滿途，世事無常，主必不會掩面，祂必看顧。
無論何時何地，主愛不離，我要尊崇讚美慈悲救主。

副歌
祂必信守應許之言，不論前途有多艱險；
祂必信守應許絕不落空，祂必永遠信守應許之言。"
Hymn 468 - Precious Memories,"Precious mem'ries, unseen angels,
Sent from somewhere to my soul;
How they linger, ever near me,
And the sacred past unfold.

Precious father, loving mother,
Fly across the lonely years;
And old home scenes of my childhood,
In fond memory appears.

In the stillness of the midnight,
Echoes from the past I hear;
Old time singing, gladness bringing,
From that lovely land somewhere.

As I travel on life’s pathway,
Know not what the years may hold;
As I ponder, hope grows fonder,
Precious mem’ries flood my soul.

REFRAIN
Precious mem'ries, how they linger,
How they ever flood my soul.
In the stillness of the midnight,
Precious, sacred scenes unfold.",第 468 首 - 寶貴回憶,"蒙主賜下寶貴回憶，時刻滋潤我心田。
日夜思想歷歷在目，過往見證在眼前。

慈愛父母、溫暖家庭，寂寞歲月伴我行。
家鄉事物，童年情景，記憶浮現在我心。

寂靜深夜思緒迴旋，昔日往事湧心田。
記憶徘徊，喜樂再現，一切美好如在天。

品嘗甘苦，經歷人間，未來時日主恩眷。
當我沉思，盼望更堅，寶貴回憶溢心間。

副歌
寶貴回憶，歷歷在前，如潮湧入我心田。
寂靜深夜，思緒迴旋過往見證在眼前。"
Hymn 469 - Jesus Loves the Little Children,"Jesus loves the children dear,
Them He blessed when He was here:
And He never turned the little ones away:
But He said, “forbid them not.”
Bring the precious little tot,
E’en the dusky little heathen far away.

Many thousand die each day,
In the countries far away;
Who have never heard of Jesus and His love:
Let us pray, and give, and go,
That these little ones may know
Of the glory that’s awaiting them above.

When their infant voices raise
In the dear Redeemer’s praise,
And the hosts of heaven join in glad acclaim,
When we crown Him Lord and King,
All the earth with joy shall ring,
And rejoice at mention of the Saviour’s name.

Let us tell the story o’er
Till it reaches ev'ry shore,
And the gospel has been heard in ev'ry land:
Till in ev'ry tribe and tongue
Our Redeemer’s praise is sung,
Oh, the great redemption chorus- ’twill be grand!

REFRAIN
Jesus loves the little children,
All the children of the world,
Brown and yellow, black and white,
All are precious in His sight,
Jesus loves the little children of the world.",第 469 首 - 靈恩大會,"靈恩大會今開了，弟兄、姊妹全來到，
靜聽真道，專心、誠實做禱告；
各樣俗事全拋棄，一切雜念都丟掉，
虛心、迫切祈求聖靈快臨到。

聖靈降臨真奇妙，各樣恩賜都顯照，
方言、靈歌、靈笑、靈哭、靈舞蹈；
如鴿、如風、如火舌，又如江河水滔滔，
賞賜力量，醫病、趕鬼傳真道。

聖靈功能像火燒，能把我們重改造，
除去污穢、洗去雜質，成美好；
啟迪我們明真道，代替我們做禱告，
加添力量，幫助我們行天道。

副歌
聖靈乃是無價寶，世界上無處可找；
得了聖靈真快樂，可到天堂真美好；
我們大家都要求這真至寶。"
Hymn 470 - Have You Counted the Cost?,"There’s a line that is drawn by rejecting our Lord,
Where the call of His Spirit is lost,
And you hurry along with the pleasure-mad throng-
Have you counted, have you counted the cost?

You may barter your hope of eternity’s morn,
For a moment of joy at the most,
For the glitter of sin and the things it will win-
Have you counted, have you counted the cost?

While the door of His mercy is open to you,
Ere the depth of His love you exhaust,
Won’t you come and be healed, won’t you whisper, I yield-
I have counted, I have counted the cost?

REFRAIN
Have you counted the cost, if your soul should be lost,
Though you gain the whole world for your own?
Even now it may be that the line you have crossed,
Have you counted, have you counted the cost?",第 470 首 - 如果棄絕救主,"如果棄絕救主，勢必越過界線，從此聽不見聖靈呼喚；
若只隨波逐流，盲目取樂追歡，細想：樂盡悲來，是否合算？

逸樂不過一時，痛苦卻是永遠，罪海最無情，回頭是岸；
隨從罪情一點，喪失永福無限，細想：貪小失大，是否合算？

趁著得救門開，恩典日期未滿，不要再奔向地獄邊緣；
應當聽主呼喚，悔改信靠耶穌，出死入生，此乃無比妙算。

副歌
神的寶貴真理就是分明界線，越此界線即地獄邊緣；
靈魂若是喪失，得全世界何益？權衡輕重，得失應當明白。"
Hymn 471 - I'd Rather Have Jesus,"I’d rather have Jesus than silver or gold,
I’d rather be His than have riches untold;
I’d rather have Jesus than houses or lands,
I’d rather be led by His nail-pierced hand.

I’d rather have Jesus than men’s applause,
I’d rather be faithful to His dear cause;
I’d rather have Jesus than worldwide fame,
I’d rather be true to His holy name.

He’s fairer than lilies of rarest bloom,
He’s sweeter than honey from out the comb;
He’s all that my hungering spirit needs,
I’d rather have Jesus and let Him lead.

REFRAIN
Than to be the king of a vast domain
Or be held in sin’s dread sway.
I’d rather have Jesus than anything
This world affords today.",第 471 首 - 我寧願有耶穌,"我寧願有耶穌，不要金錢；我寧願屬主，不顧財富無邊；
我寧願有耶穌，不要房產；我寧願讓祂釘傷手扶攙。

我寧願有耶穌，不要虛榮；我寧願盡忠，終生做主聖工；
我寧願有耶穌，不要美名；我寧願忠誠宣揚主聖名。

主遠比百合花美麗、鮮豔，祂更比新鮮下滴的蜜甘甜；
我飢渴的心靈，急需要祂；我願有耶穌，終生跟隨祂。

副歌
不願做君王統治四海，卻被罪權所苦害；
我寧願有耶穌，不要塵世任何繁華、光榮。"
Hymn 472 - No One Ever Cared for Me Like Jesus,"I would love to tell you what I think of Jesus,
Since I found in Him a friend so strong and true;
I would tell you how He changed my life completely,
He did something that no other friend could do.

All my life was full of sin when Jesus found me,
All my heart was full of misery and woe;
Jesus placed His strong and loving arms about me,
And He led me in the way I ought to go.

REFRAIN
No one ever cared for me like Jesus,
There’s no other friend so kind as He;
No one else could take the sin and darkness from me,
O how much He cared for me.",第 472 首 - 主是罪人的朋友,"讓我向你述說主耶穌的慈愛：祂曾離棄天上榮耀大寶座，
祂曾被釘在十架上流血捨命；為要拯救眾罪人出死入生。

讓我向你述說主如何憐憫我:祂曾來尋找我失喪的靈魂，
祂曾洗淨我眾罪污在祂血裡；為要使我完全成聖進神國。

副歌
無人像耶穌這樣愛罪人，無人像主這樣憐憫我；
主是罪人的朋友，永遠不改變，只要你切實悔改。"
Hymn 473 - Great Is Thy Faithfulness,"Great is Thy faithfulness, O God my Father,
There is no shadow of turning with Thee;
Thou changest not, Thy compassions, they fail not;
As Thou hast been Thou forever wilt be.

Summer and winter, and springtime and harvest,
Sun, moon, and stars in their courses above
Join with all nature in manifold witness
To Thy great faithfulness, mercy, and love.

Pardon for sin and a peace that endureth,
Thine own dear presence to cheer and to guide;
Strength for today and bright hope for tomorrow,
Blessings all mine, with ten thousand beside!

REFRAIN
Great is Thy faithfulness!
Great is Thy faithfulness!
Morning by morning new mercies I see;
All I have needed Thy hand hath provided;
Great is Thy faithfulness, Lord, unto me!",第 473 首 - 你信實何廣大,"祢信實何廣大，我天父真神，祢恩愛不間斷，常存不息。
祢始終不改變，未如影轉移，自太初到永遠恆常不易。

春夏秋冬四季，栽種和收成，眾星、太陽、月亮運行天空。
宇宙萬有一切都做袮見證，信實恩典、慈愛廣大無窮。

袮赦免我罪過，賜永遠平安，每日與我同在，扶持引領。
今天賜我力量，明日有盼望，使我福杯滿溢，主恩豐盈。

副歌
祢信實何廣大，祢信實何廣大，每日清晨得嚐袮新恩惠。
主！我所需一切，袮手已預備，祢信實何廣大，我親體會。"
Hymn 474 - How Great Thou Art,"O Lord my God! When I in awesome wonder
Consider all the worlds Thy hands have made,
I see the stars, I hear the rolling thunder,
Thy pow’r throughout the universe displayed,

When through the woods and forest glades I wander
And hear the birds sing sweetly in the trees;
When I look down from lofty mountain grandeur
And hear the brook and feel the gentle breeze;

And when I think that God, His Son not sparing,
Sent Him to die, I scarce can take it in;
That on the cross, my burden gladly bearing,
He bled and died to take away my sin;

When Christ shall come with shout of acclamation
And take me home, what joy shall fill my heart!
Then I shall bow in humble adoration
And there proclaim, my God, how great Thou art!

REFRAIN
Then sings my soul, my Saviour God to Thee;
How great Thou art, how great Thou art!
Then sings my soul, my Saviour God to Thee;
How great Thou art, how great Thou art!",第 474 首 - 袮真偉大,"主阿，我神！我每逢舉目觀看，袮手所造一切奇妙大工；
看見星宿，又聽到隆隆雷聲，袮的大工遍滿了宇宙中。

漫步森林，樹蔭下花開如錦，樹上飛鳥歌聲清脆動人。
佇立山頭，俯視那群山環繞，溪水潺潺，微風輕拂歡欣。

當我想到，神竟願差祂愛子，降世捨命，我竟無法體會；
主在十架，願背負我的重擔，流血捨身為赦免我的罪。

當主再來，歡呼聲響徹天空，何等喜樂，主接我回天家。
我要敬拜，在主前謙恭跪下，並要頌揚：「神阿，袮真偉大！」

副歌
我靈歌唱，讚美救主我神；袮真偉大，何等偉大！
我靈歌唱，讚美救主我神；袮真偉大，何等偉大！"
Hymn 475 - Glorious Is Thy Name,"Blessed Saviour, we adore Thee,
We Thy love and grace proclaim;
Thou art mighty, Thou art holy,
Glorious is Thy matchless name!

Great Redeemer, Lord and Master,
Light of all eternal days;
Let the saints of ev’ry nation
Sing Thy just and endless praise!

From the throne of heaven’s glory
To the cross of sin and shame,
Thou didst come to die a ransom
Guilty sinners to reclaim.

REFRAIN
Glorious, Glorious,
Glorious is Thy name, O Lord!
Glorious, Glorious,
Glorious is Thy name, O Lord!",第 475 首 - 榮耀歸於主聖名,"親愛救主，我敬拜袮，傳揚袮慈愛救恩；
全能至大，聖潔無暇，榮耀歸於主聖名。

耶穌基督，我主我神，袮是真光永輝煌；
普天之下萬國萬民，齊來頌揚天上王。

捨棄天上榮耀寶座，甘願受辱十架上；
為要拯救世人靈魂，情願代死苦杯嚐。

副歌
榮耀，榮耀，榮耀歸於主聖名！
榮耀，榮耀，榮耀歸於主聖名！"
Hymn 476 - Surely Goodness and Mercy,"A pilgrim was I and awand’ring,
In the cold night of sin I did roam,
When Jesus the kind Shepherd found me,
And now I am on my way home.

He restoreth my soul when I’m weary,
He giveth me strength day by day;
He leads me beside the still waters,
He guards me each step of the way.

When I walk thro’ the dark lonesome valley,
My Saviour will walk with me there;
And safely His great hand will lead me
To the mansions He’s gone to prepare.

REFRAIN
Surely goodness and mercy shall follow me
All the days, all the days of my life;
Surely goodness and mercy shall follow me
All the days, all the days of my life.

3 D.C.
And I shall dwell in the house of the Lord forever,
And I shall feast at the table spread for me;
Surely goodness and mercy shall follow me
All the days, all the days of my life.
All the days, all the days of my life.",第 476 首 - 必有恩惠與慈愛,"我是客旅，我是流浪者，我在黑暗罪惡中徘徊；
當慈愛主耶穌找到我，引領我向父家歸回。

我疲倦時，祂使我振作，每日祂賜力量給我；
祂領我到安靜的水邊，又保守我腳步穩妥。

當我走過寂寞的幽谷，救主領我行走天路；
祂大能手引領又保護，到主預備永久住處。

副歌
一生一世我必有恩惠、慈愛隨著我，直到永永遠遠。
一生一世我必有恩惠、慈愛隨著我，直到永永遠遠。

D.C.
且要住在至高神的殿中到永遠；敵人面前祂為我擺設筵席。
一生一世我必有恩惠、慈愛隨著我，直到永永遠遠。
到永遠，直到永永遠遠。"
Hymn 477 - Then Jesus Came,"One sat alone beside the highway begging,
His eyes were blind, the light he could not see;
He clutched his rags and shivered in the shadows,
Then Jesus came and bade his darkness flee.

From home and friends the evil spirits drove him,
Among the tombs he dwelt in misery;
He cut himself as demon pow’rs possessed him,
Then Jesus came and set the captive free.

REFRAIN
When Jesus comes the tempter’s pow’r is broken,
When Jesus comes the tears are wiped away;
He takes the gloom and fills the life with glory,
For all is changed when Jesus comes to stay.",第 477 首 - 耶穌一來,"孤單可憐，一乞丐坐在路旁，雙目失明，不能看見亮光；
緊握破衣，黑暗中戰競哀傷，耶穌一來，使他得見亮光。

昔有一人，被污鬼附在身上，離別親友，獨住山墳淒涼；
傷害己身，惡者將他緊捆綁，耶穌一來，他得自由釋放。

副歌
耶穌一來，撒旦權勢難猖狂，耶穌一來，抹去眼淚滿眶；
除去幽暗，祂使萬物得更新；耶穌一來，生命充滿亮光。"
Hymn 478 - Because He Lives,"God sent His Son, they called Him Jesus,
He came to love, heal and forgive;
He lived and died to buy my pardon,
An empty grave is there to prove my Saviour lives.

How sweet to hold a newborn baby,
And feel the pride, and joy He gives;
But greater still the calm assurance.
This child can face uncertain days because He lives.

And then one day I’ll cross the river,
I’ll fight life’s final war with pain;
And then as death gives way to vict'ry,
I’ll see the lights of glory and I’ll know He lives.

REFRAIN
1,2
Because He lives I can face tomorrow,
Because He lives all fear is gone;
Because I know He holds the future.
And life is worth the living just because He lives.

3
Because He lives I can face tomorrow;
Because He lives all fear is gone;
Because I know He holds the future,
And life is worth the living just because He lives!",第 478 首 - 因祂活著,"神差愛子，名稱為耶穌，為愛降生，醫治、寬恕；
為贖我罪主釘死十架，空墳墓更證明我救主仍活著。

新生嬰孩，在慈母懷裡，何等安詳，令人欣喜；
我也確信這幼小生命，必能夠面對明天因祂仍活著。

當我走完人生的路程，面對死亡，痛苦爭戰；
救主為我已戰勝死權，榮光中見我救主因祂仍活著。

副歌
因祂活著，我能面對明天；因祂活著，不再懼怕。
我深知道，祂掌管明天，生命充滿了希望，只因祂活著。"
Hymn 479 - O How He Loves You and Me,"O how He loves you and me.
O how He loves you and me;
He gave His life, what more could He give?
O how He loves you, O how He loves me,
O how He loves you and me.

Jesus to Calv'ry did go,
His love for mankind to show;
What He did there brought hope from despair;
O how He loves you, O how He loves me,
O how He loves you and me.",第 479 首 - 祂何等愛你,"主耶穌何等愛你，主耶穌何等愛我；
祂的生命賜給你和我。
祂何等愛你、祂何等愛我，
祂何等愛你，愛我。

主捨命在各各他，為愛世人釘十架；
復活升天，賜永生盼望。
祂何等愛你、祂何等愛我，
祂何等愛你，愛我。"
"Hymn 480 - Wonderful, Wonderful Jesus","There is never a day so dreary,
There is never a night so long,
But the soul that is trusting Jesus
Will somewhere find a song.

There is never a cross so heavy,
There is never a weight of woe,
But that Jesus will help to carry
Because He loveth so.

There is never a care or burden,
There is never a grief or loss,
But that Jesus in love will lighten
When carried to the cross.

There is never a guilty sinner,
There is never a wand’ring one,
But that God can in mercy pardon
Through Jesus Christ, His Son.

REFRAIN
Wonderful, wonderful Jesus,
In the heart He implanteth a song:
A song of deliv’rance, of courage, of strength;
In the heart He implanteth a song.",第 480 首 - 奇妙的耶穌,"雖然有時候日子淒涼，黑夜漫長何時天亮，
只要你全心倚靠耶穌，必能隨時歌唱。

雖然有時候十架沉重，痛苦如重擔壓心中，
救主耶穌必幫助擔當，因祂慈愛無窮。

雖然有掛慮，心靈煩惱，悲哀與失落常臨到，
只要你提到主十架前，主必安慰、引導。

世上眾罪人天父垂憐，一切迷路者祂顧念，
只要你信靠神子耶穌，必蒙憐恤、赦免。

副歌
奇妙的，奇妙的耶穌，祂使我心靈快樂歌唱；
歌唱主賜力量，使我得釋放，祂使我心靈快樂歌唱。"
Hymn 481 - He Lives,"I serve a risen Saviour, He’s in the world today;
I know that He is living, whatever men may say;
I see His hand of mercy, I hear His voice of cheer,
And just the time I need Him He’s always near.

In all the world around me I see His loving care,
And though my heart grows weary I never will despair;
I know that He is leading through all the stormy blast,
The day of His appearing will come at last.

Rejoice, rejoice, O Christian, lift up your voice and sing
Eternal hallelujahs to Jesus Christ the King!
The hope of all who seek Him, the help of all who find,
None other is so loving, so good and kind.

REFRAIN
He lives, He lives, Christ Jesus lives today!
He walks with me and talks with me
along life’s narrow way.
He lives, He lives; salvation to impart!
You ask me how I know He lives:
He lives within my heart.",第 481 首 - 祂活著,"我所侍奉復活主，祂常伴我身旁，
我知祂確實活著，不論人怎麼講。
見祂慈手施憐恤，聽聞祂安慰聲，
每次當我呼求祂，總必答應。

在我的生活當中，主愛常在我旁，
雖有時心中愁煩，但我永不失望。
我知救主引領我，衝破狂風巨浪，
那日我主必再來，從天而降。

聖徒歡欣又喜樂，同心高聲頌揚，
齊歌頌：「哈利路亞」，讚美基督我王。
尋找救主就尋見，祈求必得幫忙，
無人堪比主大愛、仁慈、善良。

副歌
基督，耶穌，祂已活在我心，
祂與我談，祂伴我走，生命窄路同行。
基督，耶穌，救恩臨到萬民，
若問我怎知祂活著，因祂活在我心。"
Hymn 482 - Victory in Jesus,"I heard an old, old story,
how a Saviour came from glory,
How He gave His life on Calvary
to save a wretch like me;
I heard about His groaning,
of His precious blood’s atoning.
Then I repented of my sins
and won the victory.

I heard about His healing,
of His cleansing pow’r revealing,
How He made the lame to walk again
and caused the blind to see;
And then I cried, “dear Jesus,
come and heal my broken spirit.”
And somehow Jesus came and
bought to me the victory.

I heard about a mansion
He has built for me in glory,
And I heard about the streets of gold
beyond the crystal sea;
About the angels singing,
and the old redemption story,
And some sweet day I’ll sing
up there the song of victory.

REFRAIN
O Victory in Jesus,
my Saviour, forever,
He sought me and bought me
with His redeeming blood;
He loved me ere I knew Him,
and all my love is due Him,
He plunged me to victory,
beneath the cleansing flood.",第 482 首 - 靠主耶穌得勝,"我曾聽過一故事，救主如何由天降臨，
祂曾捨生命在各各他，為救我這罪人；
我聽見祂低呻吟，流出寶血贖我罪行，
我憂傷痛悔呼求神，靠主耶穌得勝。

祂曾在世行奇事，顯出祂的醫治大能，
祂使瘸腿的跳躍行走，瞎眼能看美景；
我呼求祂：「主耶穌，醫治我破碎的心靈。」
主耶穌恩手懷抱我，靠主我必得勝。

我深信主在天堂為我預備榮耀天庭，
遙遠望見那明亮天家，黃金街、碧玉城；
好像聽見眾天使，仍高唱救恩的故事，
到那日我必在那邊，同唱凱歌得勝。

副歌
靠主耶穌我救主，必永遠能得勝。
主慈愛尋找我，賜我贖罪救恩。
我深知道祂愛我，我願全心愛耶穌。
主寶血已潔淨我，使我永遠得勝。"
